ENTREZID	SYMBOL	m1_Pb_DMSO.rpkm	m3_Pb_DMSO.rpkm	m2_Pb_DMSO.rpkm	m1_naive.rpkm	m2_naive.rpkm	m3_naive.rpkm
67790	Rab39b	4.8	3.9	4.7	0.3	0.3	0.2
67803	Limd2	31.2	29.3	28.7	160.5	160.5	154.7
67815	Sec14l2	1.3	1.4	1.7	0.2	0.2	0.5
67824	Nmral1	59.2	62.3	56.2	9.9	9.9	9.5
67838	Dnajb11	235.4	229.7	243.4	40.1	40.1	36.6
67839	Gpsm1	1.4	1.5	1.4	6.3	6.3	6.3
67840	Mrpl57	28.0	28.8	29.4	6.8	6.8	7.2
67844	Rab32	0.7	0.8	0.6	5.8	5.8	6.7
67846	Tmem39a	67.6	71.6	63.5	12.2	12.2	13.0
67849	Cdca5	32.0	33.2	30.1	2.1	2.1	1.6
67887	Saraf	95.3	95.4	108.2	17.5	17.5	18.6
67888	Tmem100	1.6	2.0	2.7	0.3	0.3	0.4
67895	Ppa1	183.0	187.1	179.7	13.9	13.9	13.3
67916	Ppap2b	0.0	0.0	0.0	6.6	6.6	6.4
67941	Rps27l	340.1	381.2	324.4	40.7	40.7	50.9
67951	Tubb6	22.5	23.7	17.8	2.7	2.7	2.3
67991	Nacc2	2.4	2.7	2.4	0.2	0.2	0.3
67998	Fam134c	10.8	11.8	11.3	52.1	52.1	51.7
68010	Bambi	0.2	0.2	0.2	1.2	1.2	0.8
68014	Zwilch	23.4	28.2	23.7	2.1	2.1	2.1
68026	2810417H13Rik	134.9	136.3	113.9	6.2	6.2	7.3
68038	Chid1	20.6	21.9	22.4	4.8	4.8	4.6
68070	Pdzd2	0.2	0.3	0.3	1.1	1.1	1.4
68119	Cmtm3	1.2	0.6	0.9	6.7	6.7	8.5
68128	Fam120aos	1.5	1.4	1.6	6.4	6.4	5.7
68201	Ccdc34	13.0	12.4	10.4	3.0	3.0	2.8
68203	Diras2	0.2	0.3	0.2	2.5	2.5	2.6
68262	Agpat4	32.2	31.7	32.2	7.3	7.3	7.3
68279	Mcoln2	51.6	53.7	59.8	12.6	12.6	15.1
68298	Ncapd2	109.8	113.7	104.4	13.7	13.7	14.7
68316	Apoo	17.6	16.7	14.6	4.0	4.0	3.7
68323	Nudt22	17.7	19.2	19.2	4.1	4.1	4.3
68385	Tlcd1	3.3	3.5	3.4	0.6	0.6	0.7
68480	1110007C09Rik	5.2	4.7	3.5	19.1	19.1	18.3
68507	Ppfia4	0.1	0.1	0.1	2.8	2.8	3.1
68520	Zfyve21	15.9	19.8	17.5	1.7	1.7	2.0
68549	Sgol2a	13.0	12.7	11.9	0.9	0.9	0.9
68552	Smim14	13.6	12.7	13.9	126.5	126.5	132.4
68591	Mocos	1.9	1.9	2.0	0.2	0.2	0.2
68612	Ube2c	171.8	172.0	159.2	5.7	5.7	5.3
68644	Abhd14a	6.7	8.1	7.0	1.7	1.7	2.0
68682	Slc44a2	18.7	20.2	19.9	132.4	132.4	131.1
68708	Rabl2	2.5	2.5	2.1	0.5	0.5	0.8
68732	Lrrc16a	0.5	0.5	0.8	6.6	6.6	7.4
68743	Anln	12.2	12.0	11.1	0.6	0.6	0.7
68778	Gucd1	3.1	3.3	3.4	19.8	19.8	19.9
68796	Tmem214	122.2	126.4	129.1	17.2	17.2	16.5
68813	Dock5	0.0	0.0	0.1	1.8	1.8	1.7
68875	Tmcc2	0.1	0.0	0.1	0.8	0.8	1.5
68891	Cd177	0.0	0.0	0.0	1.2	1.2	1.4
68992	Zfp580	3.5	3.8	4.2	0.7	0.7	1.0
69019	Spcs1	157.3	164.1	155.5	20.4	20.4	21.5
69065	Chac1	22.1	29.6	21.2	0.1	0.1	0.1
69071	Tmem97	113.1	109.8	105.6	5.9	5.9	6.1
69080	Gmppa	139.4	148.7	143.8	20.8	20.8	23.8
69091	Vps26b	7.9	8.1	7.6	1.7	1.7	1.8
69169	Fcmr	9.0	10.1	15.8	734.3	734.3	638.9
69189	Mcemp1	0.0	0.0	0.1	6.1	6.1	6.1
69206	2010016I18Rik	0.4	0.6	0.5	2.4	2.4	3.3
69270	Gins1	24.3	28.9	25.2	3.1	3.1	2.8
69288	Rhobtb1	24.9	23.9	27.4	0.3	0.3	0.5
69548	2310015A10Rik	0.7	0.5	1.0	11.6	11.6	13.3
69550	Bst2	144.3	158.9	224.4	27.8	27.8	33.2
69608	Sec24d	75.0	70.2	70.3	2.1	2.1	2.6
69706	Lrr1	10.6	10.2	10.3	0.3	0.3	0.2
69716	Trip13	14.8	15.8	12.4	2.1	2.1	2.3
69719	Cad	51.0	49.9	49.6	12.5	12.5	12.6
69743	Casz1	0.3	0.2	0.3	3.6	3.6	3.1
69745	Pold4	27.5	29.2	27.1	155.7	155.7	141.6
69769	Tnfaip8l2	2.4	1.7	2.0	28.0	28.0	30.0
69774	Ms4a6b	2.2	2.1	2.6	27.4	27.4	33.6
69806	Slc39a11	12.0	12.5	14.0	1.6	1.6	1.5
69809	1810046K07Rik	8.5	9.7	10.6	1.8	1.8	1.9
69816	Mzb1	1556.4	1653.0	1664.9	143.8	143.8	150.4
69885	Aunip	16.0	16.3	15.6	0.4	0.4	0.3
69903	Rasip1	6.1	5.7	6.4	0.1	0.1	0.2
69908	Rab3b	1.0	0.9	1.1	0.1	0.1	0.0
69993	Chn2	0.0	0.0	0.0	1.9	1.9	2.0
70021	Nt5dc2	18.9	21.9	21.1	0.8	0.8	0.7
70024	Mcm10	16.0	16.7	15.5	0.6	0.6	0.6
70059	Degs2	0.4	0.6	0.5	6.4	6.4	8.2
70086	Cysltr2	2.3	2.1	3.3	0.1	0.1	0.3
70097	Sash1	0.3	0.3	0.2	2.2	2.2	3.3
70101	Cyp4f16	0.8	1.0	1.4	11.7	11.7	13.2
70152	Mettl7a1	0.2	0.2	0.3	4.0	4.0	4.3
70218	Kif18b	30.4	30.7	26.8	0.9	0.9	1.0
70223	Nars	243.8	240.6	225.5	50.3	50.3	48.1
70235	Poc1a	17.1	17.6	15.2	2.1	2.1	2.6
70314	Rabep2	9.3	10.5	9.4	40.6	40.6	41.3
70361	Lman1	191.9	177.5	193.6	11.9	11.9	12.0
70385	Spdl1	17.1	16.5	13.8	2.6	2.6	2.7
70415	Stk26	3.2	3.6	2.4	15.2	15.2	17.6
70451	Dhrs13	2.9	3.2	2.7	0.3	0.3	0.4
70458	2610318N02Rik	21.2	25.2	22.0	2.3	2.3	2.2
70466	Ckap2l	29.5	28.4	26.8	1.1	1.1	1.0
70484	Slc35d2	1.4	1.2	1.2	6.8	6.8	8.2
70497	Arhgap17	6.1	5.8	5.6	56.2	56.2	58.2
70546	Zdhhc2	1.4	1.5	0.5	0.3	0.3	0.2
70551	Tmtc4	6.0	6.0	6.8	1.6	1.6	1.3
70574	Cpm	1.9	1.6	1.5	22.5	22.5	20.5
70598	Filip1	0.8	0.9	0.7	0.0	0.0	0.0
70615	Ankrd24	1.5	1.6	1.9	0.3	0.3	0.3
70645	Oip5	18.6	19.2	18.8	1.1	1.1	1.3
70713	Gpr137c	0.5	0.4	0.5	2.3	2.3	2.5
70747	Tspan2	0.5	0.4	0.6	7.7	7.7	8.2
70789	Kynu	1.1	0.7	0.8	12.9	12.9	13.9
70882	Armc3	0.0	0.0	0.0	1.6	1.6	1.2
70896	Speer1	21.6	24.2	17.3	0.1	0.1	0.1
70979	Fancd2os	2.7	2.3	2.1	0.4	0.4	0.2
71085	Arhgap19	21.0	21.2	17.0	2.7	2.7	2.9
71091	Cdkl1	0.2	0.1	0.0	5.9	5.9	6.2
71093	Atoh8	5.0	4.9	6.4	0.0	0.0	0.0
71149	4933413G19Rik	3.2	4.4	3.8	0.0	0.0	0.0
71169	Nbas	32.2	29.9	35.6	4.9	4.9	5.4
71198	Otud1	1.3	1.1	1.2	28.5	28.5	24.9
71223	Gpr15	5.9	5.1	4.9	0.4	0.4	0.2
71275	Noxred1	1.6	1.7	1.6	10.0	10.0	10.1
71276	Ccdc57	1.2	1.0	1.1	0.1	0.1	0.1
71302	Arhgap26	2.4	2.3	2.2	16.5	16.5	16.0
71361	Aifm2	2.1	2.6	2.7	0.4	0.4	0.5
71409	Fmnl2	0.1	0.0	0.1	1.5	1.5	2.1
71481	Alpk1	0.1	0.1	0.1	0.7	0.7	1.2
71602	Myo1e	6.2	5.6	6.3	47.0	47.0	44.9
71643	Zgrf1	4.7	5.1	4.7	1.0	1.0	1.2
71653	Shtn1	0.1	0.1	0.1	2.0	2.0	2.1
71667	Tmem248	96.5	93.3	102.2	20.8	20.8	18.9
71699	Slc41a3	0.1	0.2	0.1	1.9	1.9	2.2
71703	Armcx3	43.6	42.8	42.4	6.0	6.0	7.6
71704	Arhgef3	2.7	2.2	2.5	51.6	51.6	51.5
71709	Syde1	0.1	0.1	0.1	1.0	1.0	0.9
71738	Mamdc2	1.8	1.9	1.7	0.0	0.0	0.0
71751	Map3k13	1.4	1.4	1.4	0.1	0.1	0.1
71779	8-Mar	3.0	2.7	2.7	0.3	0.3	0.7
71790	Anxa9	7.0	8.4	7.9	1.1	1.1	1.4
71804	Mtfr2	13.8	14.2	12.1	0.4	0.4	0.6
71819	Kif23	20.0	19.9	16.9	2.9	2.9	2.9
71853	Pdia6	536.2	546.4	525.6	66.8	66.8	62.9
71862	Gpr160	16.8	16.2	20.3	0.7	0.7	0.7
71877	Efhc1	4.5	3.7	3.9	0.3	0.3	0.4
71878	Fam83d	7.7	8.7	7.3	0.3	0.3	0.3
71910	Ppapdc1b	141.9	146.3	135.2	3.9	3.9	2.5
71918	Zcchc24	0.9	1.0	1.3	17.0	17.0	14.3
71924	Tube1	8.3	8.9	8.7	1.1	1.1	1.1
71934	Car13	6.0	5.9	5.0	1.3	1.3	1.1
71962	Gatsl3	0.6	0.7	0.7	2.7	2.7	2.5
71988	Esco2	26.7	26.8	24.5	1.3	1.3	1.2
71994	Cnn3	25.2	23.7	24.2	130.8	130.8	120.9
72007	Fndc3b	20.2	19.1	23.9	0.5	0.5	0.6
72023	Cyb561d1	2.8	3.1	2.9	17.9	17.9	16.7
72027	Slc39a4	22.7	23.1	21.4	0.5	0.5	0.6
72029	Cnpy3	9.9	11.0	9.1	58.9	58.9	56.6
72042	Cotl1	35.9	36.0	32.7	265.2	265.2	230.7
72043	Sulf2	0.1	0.2	0.3	5.1	5.1	4.4
72050	Kdelc1	7.5	6.8	5.5	1.4	1.4	1.4
72056	1810055G02Rik	6.4	6.6	7.1	1.8	1.8	1.3
72057	Phf10	100.4	97.0	92.9	21.7	21.7	21.4
72080	Sapcd2	16.0	18.4	15.3	0.2	0.2	0.2
72083	Mzt2	8.2	7.6	7.0	1.8	1.8	2.0
72107	Dscc1	8.3	10.0	9.8	1.3	1.3	1.1
72119	Tpx2	50.6	48.2	46.5	2.2	2.2	1.8
72121	Dennd2d	5.8	6.6	7.1	31.2	31.2	33.0
72145	Wdfy3	0.0	0.1	0.1	0.5	0.5	0.7
72147	Zbtb46	0.0	0.1	0.1	1.4	1.4	1.7
72155	Cenpn	18.6	18.4	17.0	2.6	2.6	2.7
72238	Tbc1d5	1.9	2.0	2.1	9.1	9.1	8.5
72244	1600014C10Rik	2.2	2.3	2.7	9.7	9.7	11.6
72297	B3gnt3	0.4	0.3	0.4	1.5	1.5	1.5
72310	Nkg7	0.1	0.1	0.2	4.4	4.4	4.2
72386	2610035D17Rik	2.9	1.7	1.5	13.3	13.3	15.9
72391	Cdkn3	10.9	11.0	11.5	0.8	0.8	0.6
72415	Sgol1	26.0	25.1	23.1	0.8	0.8	0.8
72429	Dnajc25	16.7	16.7	16.5	4.0	4.0	4.3
72469	Plcd3	2.2	2.4	2.3	0.3	0.3	0.2
72535	Aldh1b1	1.0	0.7	1.0	4.5	4.5	4.7
72536	Tagap	5.3	5.6	5.8	39.6	39.6	36.6
72543	Mvb12b	6.9	6.4	8.2	0.7	0.7	1.1
72569	Bbs5	1.1	1.0	1.2	0.1	0.1	0.3
72658	2700097O09Rik	7.7	8.6	7.9	1.8	1.8	2.1
72668	Skida1	1.8	1.5	1.5	0.2	0.2	0.1
72691	Calhm2	2.8	2.6	3.2	16.2	16.2	15.2
72692	Hnrnpll	3.7	4.0	4.1	0.4	0.4	0.4
72709	C1qtnf6	0.5	0.4	0.5	0.1	0.1	0.1
72720	Zfp248	1.5	1.0	1.1	0.3	0.3	0.3
72747	Ttc39c	1.2	1.1	1.3	0.1	0.1	0.1
72772	Rint1	36.7	39.8	37.4	7.4	7.4	8.3
72787	Ndc1	20.9	23.0	22.0	5.0	5.0	4.7
72821	Scn2b	0.0	0.0	0.0	1.0	1.0	1.0
72865	Cxx1c	0.8	0.8	1.1	5.5	5.5	4.4
72925	1-Mar	0.5	0.5	0.7	80.1	80.1	81.2
73024	Emc7	103.7	103.0	94.0	24.7	24.7	25.3
73086	Rps6ka5	1.5	1.7	1.8	9.6	9.6	10.5
73139	Cenpv	6.8	7.7	8.1	1.8	1.8	1.5
73149	Clec4a3	0.0	0.0	0.0	6.3	6.3	7.4
73182	Pear1	0.6	0.5	0.5	7.9	7.9	8.3
73242	Atat1	30.9	31.4	35.5	4.5	4.5	5.1
73254	Ccdc18	5.0	4.7	4.7	0.6	0.6	0.7
73368	Col20a1	5.7	6.5	7.2	1.4	1.4	1.6
73379	Dcbld2	1.5	1.4	1.3	0.2	0.2	0.3
73456	Izumo1	4.5	4.8	5.8	0.0	0.0	0.0
73667	2410004P03Rik	2.6	2.6	2.9	0.2	0.2	0.1
73690	Glipr1	209.2	230.9	221.5	22.8	22.8	25.0
73723	Sh3bgrl3	128.4	103.1	104.9	548.4	548.4	472.7
73750	Whrn	0.7	0.9	0.9	7.4	7.4	6.2
73804	Kif2c	20.0	20.2	19.9	0.6	0.6	0.9
73998	Herc3	0.8	0.8	0.9	12.9	12.9	13.3
74013	Rftn2	0.9	0.9	1.3	6.7	6.7	7.7
74030	Rin2	0.1	0.1	0.1	1.3	1.3	1.6
74039	Nfam1	0.8	1.1	1.3	24.0	24.0	22.1
74041	Ddias	13.7	15.1	13.6	1.2	1.2	1.2
74048	4632428N05Rik	25.2	24.4	27.9	5.7	5.7	5.9
74096	Hvcn1	22.5	21.4	20.6	356.8	356.8	319.9
74100	Arpp21	0.5	0.5	0.4	0.1	0.1	0.0
74104	Abcb6	16.2	15.6	15.1	2.2	2.2	2.0
74105	Gga2	7.5	7.6	7.3	41.3	41.3	43.2
74107	Cep55	28.1	28.2	26.7	1.5	1.5	1.2
74121	Acoxl	0.8	0.9	0.9	0.1	0.1	0.1
74127	Krt80	0.0	0.0	0.0	1.6	1.6	2.1
74137	Nuak2	4.0	3.9	5.1	29.6	29.6	29.5
74145	F13a1	0.0	0.0	0.0	2.5	2.5	2.6
74150	Slc35f5	13.7	13.8	16.2	2.3	2.3	2.8
74152	Stra6l	0.0	0.0	0.0	3.0	3.0	3.5
74191	P2ry13	0.1	0.2	0.1	1.4	1.4	3.7
74194	Rnd3	0.0	0.1	0.0	2.5	2.5	3.4
74202	Fblim1	1.2	1.3	1.5	0.2	0.2	0.2
74211	1700017B05Rik	48.8	48.1	49.6	9.4	9.4	7.8
74241	Chpf	12.2	12.8	12.9	3.6	3.6	2.4
74246	Gale	27.2	30.3	31.2	3.9	3.9	4.9
74318	Hopx	1.3	1.3	1.2	11.8	11.8	12.2
74478	Snx29	1.4	1.2	1.3	18.0	18.0	18.3
74513	Neto2	2.3	2.2	2.0	0.3	0.3	0.3
74568	Mlkl	8.3	8.5	11.5	0.3	0.3	0.5
74589	Kbtbd12	1.6	1.1	1.3	0.0	0.0	0.0
74596	Cds1	3.1	3.8	4.3	0.3	0.3	0.3
74645	Fam46c	298.0	291.8	309.2	5.0	5.0	4.1
74682	Wdr35	1.7	1.9	1.5	0.3	0.3	0.4
74734	Rhoh	5.7	5.8	5.3	35.4	35.4	38.3
74747	Ddit4	43.7	41.2	43.6	9.6	9.6	10.2
74748	Slamf8	0.2	0.2	0.3	6.4	6.4	5.8
74754	Dhcr24	29.6	26.9	27.6	3.7	3.7	3.7
74840	Manf	309.3	303.1	314.9	32.6	32.6	30.7
74843	Mss51	10.3	10.1	11.2	2.1	2.1	2.9
74901	Kbtbd11	3.6	3.9	5.2	17.8	17.8	15.9
74931	4930481A15Rik	2.7	1.2	1.9	7.7	7.7	7.5
74998	Rab11fip2	0.9	0.8	0.9	4.0	4.0	3.9
75146	Tmem180	3.9	3.3	3.2	0.6	0.6	0.8
751864	Gm9733	0.0	0.0	0.0	7.2	7.2	6.9
75219	Dusp18	0.0	0.1	0.0	0.9	0.9	0.8
75317	Parpbp	17.1	15.2	14.3	0.5	0.5	0.5
75458	Cklf	1.5	2.0	1.5	8.7	8.7	10.4
75547	Akap13	7.3	7.3	6.3	47.8	47.8	50.5
75580	Zbtb4	2.4	2.3	3.0	18.0	18.0	16.3
75612	Gns	2.4	2.2	2.1	39.4	39.4	39.3
75625	Mageh1	2.4	2.8	3.1	0.2	0.2	0.4
75659	Wdr54	2.5	2.2	2.2	0.0	0.0	0.1
75695	Rilpl1	5.0	5.9	6.4	0.9	0.9	1.4
75747	Sesn3	10.7	9.8	11.5	44.3	44.3	44.2
75796	Cdyl2	0.7	1.0	0.8	8.8	8.8	8.4
75909	Vmp1	65.5	71.0	64.9	15.8	15.8	17.4
76024	Gm11346	3.3	2.9	4.1	20.1	20.1	20.2
76044	Ncapg2	36.9	34.1	35.6	1.8	1.8	2.1
76071	Jakmip1	4.0	3.4	4.4	21.4	21.4	19.5
76123	Gpsm2	5.4	4.9	4.8	0.5	0.5	0.7
76131	Depdc1a	10.9	9.7	8.8	0.8	0.8	0.8
76132	Faxc	0.3	0.2	0.3	0.0	0.0	0.0
76137	Mcur1	2.9	2.5	1.9	10.3	10.3	9.2
76267	Fads1	27.6	26.4	27.7	1.0	1.0	1.3
76299	Erp44	210.6	203.6	224.9	43.4	43.4	38.7
76373	Zfp773	0.1	0.2	0.1	0.8	0.8	1.0
76408	Abcc3	0.0	0.0	0.0	0.9	0.9	2.2
76457	Ccdc134	83.5	91.5	89.1	19.7	19.7	19.3
76459	Car12	0.4	0.7	0.3	0.1	0.1	0.0
76464	Casc5	12.4	11.2	10.4	0.9	0.9	1.1
76485	Glt8d1	34.1	37.3	37.5	5.2	5.2	6.2
76566	Fam101b	0.3	0.3	0.4	19.0	19.0	16.8
76574	Mfsd2a	17.1	19.7	15.2	0.5	0.5	0.4
76681	Trim12a	2.4	2.2	3.4	34.6	34.6	39.6
76687	Spcs3	226.8	223.9	226.1	38.9	38.9	40.2
76737	Creld2	484.4	474.2	546.0	27.8	27.8	26.1
76787	Ppfia3	0.5	0.5	0.5	0.0	0.0	0.0
76820	Fam49a	0.9	0.8	0.9	18.0	18.0	19.0
76843	Dtl	10.9	11.8	11.3	0.7	0.7	0.7
76886	Fam81a	0.2	0.2	0.1	0.0	0.0	0.0
76915	Mnd1	3.6	4.1	3.4	0.7	0.7	0.6
77022	2700099C18Rik	20.8	25.4	19.7	1.9	1.9	2.1
77106	Tmem181a	19.5	20.2	22.7	4.6	4.6	4.6
77300	Raph1	6.3	5.6	6.6	0.4	0.4	0.4
77318	Ankrd55	8.7	8.1	8.9	0.1	0.1	0.1
77371	Sec24a	38.8	36.1	38.5	3.1	3.1	3.5
77577	Spns3	1.3	1.5	1.8	8.4	8.4	9.7
77578	Bcl9	3.3	3.3	3.0	19.2	19.2	17.3
77727	6030468B19Rik	0.2	0.3	0.1	2.5	2.5	2.7
77744	Bora	17.4	20.3	16.7	3.4	3.4	4.2
77777	Ulbp1	27.4	28.8	32.3	2.2	2.2	2.1
77782	Polq	10.2	9.8	9.7	1.1	1.1	1.2
77889	Lbh	8.6	7.6	10.2	220.2	220.2	194.9
77974	Rdh12	1.0	1.0	0.6	12.9	12.9	12.6
78134	Lpar4	1.0	1.0	1.2	0.3	0.3	0.0
78252	Nxpe2	0.4	0.2	0.4	14.1	14.1	17.3
78334	Cdk19	8.1	7.4	7.6	34.1	34.1	35.0
78339	Ttyh3	5.3	5.4	6.5	47.9	47.9	38.8
78416	Rnase6	19.9	21.2	22.6	149.5	149.5	147.8
78473	Skap1	0.0	0.0	0.0	0.6	0.6	0.6
78514	Arhgap10	6.3	4.7	4.8	1.3	1.3	1.1
78560	Adgra3	0.1	0.1	0.2	1.6	1.6	1.4
78733	Troap	19.7	21.0	19.2	0.4	0.4	0.7
78749	Filip1l	17.3	16.5	17.8	134.6	134.6	131.6
78751	Zc3h6	1.2	1.0	1.2	6.4	6.4	7.2
78767	Efcab11	0.9	0.8	0.9	0.2	0.2	0.1
78771	Mctp1	0.0	0.0	0.0	0.8	0.8	0.8
78801	Ak7	2.3	1.9	2.3	0.1	0.1	0.1
78816	Gmip	9.5	11.8	9.7	64.8	64.8	63.2
78826	P2ry10	19.7	18.4	19.0	102.9	102.9	100.0
78892	Crispld2	0.0	0.0	0.0	0.9	0.9	0.7
78925	Srd5a1	1.0	1.2	0.9	0.3	0.3	0.2
78943	Ern1	54.8	53.8	57.6	3.1	3.1	3.4
79362	Bhlhe41	33.1	31.5	39.5	7.7	7.7	8.6
79456	Recql4	10.1	11.1	9.1	1.0	1.0	1.0
79554	Cptp	13.5	13.9	14.6	3.3	3.3	3.1
80288	Bcl9l	3.8	3.8	4.0	25.0	25.0	23.0
80290	Gpr146	1.0	0.8	1.1	12.3	12.3	12.2
80291	Rilpl2	182.3	185.7	185.2	40.5	40.5	42.9
80719	Igsf6	1.3	1.6	1.8	9.2	9.2	12.2
80876	Ifitm2	4.5	3.2	3.2	19.0	19.0	19.6
80879	Slc16a3	40.7	34.7	45.3	0.8	0.8	0.8
80884	Maged2	1.6	2.0	2.1	0.4	0.4	0.6
80905	Polh	33.7	32.8	32.9	7.7	7.7	8.3
80914	Uck2	73.0	67.5	74.0	9.9	9.9	8.4
80986	Ckap2	22.5	23.4	22.1	1.0	1.0	1.0
80987	Nckipsd	0.9	1.0	1.0	8.8	8.8	9.0
81500	Sil1	39.4	36.7	45.5	6.4	6.4	5.7
81840	Sorcs2	0.2	0.3	0.3	1.3	1.3	1.9
81897	Tlr9	1.2	1.4	1.3	63.5	63.5	58.6
81907	Tmem108	0.9	1.0	1.1	6.2	6.2	5.6
81910	Rrbp1	176.3	168.1	177.7	24.6	24.6	23.1
83382	Siglece	0.1	0.1	0.1	3.0	3.0	4.6
83396	Glis2	0.8	1.0	0.9	0.2	0.2	0.2
83397	Akap12	4.3	3.7	2.8	14.3	14.3	16.1
83408	Gimap3	36.4	38.3	43.9	186.2	186.2	205.8
83490	Pik3ap1	10.1	9.2	8.6	67.2	67.2	66.9
83672	Sytl3	5.9	5.5	4.8	0.4	0.4	0.5
83921	Tmem2	0.8	0.9	0.8	3.6	3.6	3.3
83925	Trps1	0.5	0.4	0.7	2.5	2.5	2.7
83964	Jam3	4.8	4.8	3.6	0.1	0.1	0.2
84682	Cox4i2	13.0	12.2	16.3	0.0	0.0	0.0
89867	Sec16b	0.0	0.0	0.0	0.7	0.7	0.7
93671	Cd163	0.0	0.0	0.0	1.0	1.0	2.7
93675	Clec2i	3.0	3.5	4.2	89.0	89.0	124.1
93692	Glrx	74.5	75.5	87.0	14.1	14.1	12.7
93695	Gpnmb	1.8	1.8	1.5	0.1	0.1	0.1
93706	Pcdhgc3	0.9	0.9	0.6	0.1	0.1	0.1
94089	Trim7	2.5	2.7	2.6	27.2	27.2	28.1
94094	Trim34a	3.1	2.9	4.7	47.9	47.9	57.6
94181	Nans	52.4	52.1	53.2	9.6	9.6	9.2
94185	Tnfrsf21	0.2	0.2	0.1	3.5	3.5	3.7
94212	Pag1	6.8	6.5	6.0	34.1	34.1	30.6
94275	Maged1	15.5	16.6	14.8	0.7	0.7	1.2
94280	Sfxn3	3.5	3.8	3.9	24.1	24.1	23.7
94332	Cadm3	0.0	0.0	0.0	1.6	1.6	1.3
94353	Hmgn3	26.3	25.3	29.5	5.9	5.9	5.2
97130	C77080	1.9	1.8	1.6	0.2	0.2	0.3
97440	B3gnt9	9.4	10.7	10.2	0.2	0.2	0.3
97487	Cmtm4	4.8	5.2	5.3	0.7	0.7	0.5
97775	D930048N14Rik	0.5	0.4	0.3	2.4	2.4	2.8
98238	Lrrc59	222.9	216.7	211.7	26.8	26.8	26.2
98256	Kmo	2.2	2.0	2.0	59.5	59.5	72.4
98267	Stk17b	46.2	43.9	45.4	290.2	290.2	284.0
98365	Slamf9	34.2	37.4	53.1	6.6	6.6	10.4
98388	Chst10	0.8	0.7	0.6	3.9	3.9	4.9
98496	Pid1	0.0	0.0	0.0	2.0	2.0	1.9
98752	Fcrla	39.6	39.9	39.7	197.8	197.8	198.6
98952	Fam102a	3.9	3.9	4.4	35.7	35.7	29.8
99151	Cercam	3.4	4.3	2.9	0.7	0.7	0.7
99543	Olfml3	8.3	7.5	7.6	0.1	0.1	0.1
99899	Ifi44	1.2	0.9	5.9	0.2	0.2	0.4
